iter	Logloss
295	0.00984657188
296	0.009811206709
297	0.009764387638
298	0.00971805823
299	0.00968394702
300	0.009618925143
301	0.009574411791
302	0.009535720077
303	0.009493310995
304	0.009460170812
305	0.009408110305
306	0.009376326694
307	0.009347780596
308	0.009293216693
309	0.009212906602
310	0.009133344964
311	0.009101820143
312	0.009053827087
313	0.009034033063
314	0.008978750132
315	0.008949524994
316	0.008893802196
317	0.008848429481
318	0.008817131761
319	0.008768745616
320	0.00871870563
321	0.008691333517
322	0.008661813374
323	0.008635479438
324	0.008608637731
325	0.00855896141
326	0.008508308024
327	0.008478855785
328	0.008444538599
329	0.008418597753
330	0.008372149135
331	0.008331914491
332	0.008307434336
333	0.008280304414
334	0.008246372018
335	0.008207052569
336	0.008182579958
337	0.008141039293
338	0.008122032202
339	0.008096347127
340	0.008056179632
341	0.00803232193
342	0.008008228073
343	0.007970188992
344	0.007946823217
345	0.007924791378
346	0.007910382144
347	0.007886336574
348	0.007843541194
349	0.007821425607
350	0.007804398295
351	0.007783183569
352	0.007768329186
353	0.00774701713
354	0.007724156863
355	0.007690058479
356	0.007654715188
357	0.007622177842
358	0.007589093492
359	0.007561381859
360	0.007546040076
361	0.007512416266
362	0.007479693316
363	0.007460613794
364	0.007428836973
365	0.00740836391
366	0.007386854178
367	0.007370500625
368	0.007346446001
369	0.00732596162
370	0.007312641868
371	0.007291478447
372	0.007261047635
373	0.007242509836
374	0.007219221019
375	0.007201154775
376	0.007178716267
377	0.007160805449
378	0.007140691522
379	0.007115081896
380	0.007093523877
381	0.007064356834
382	0.007051054435
383	0.007026720651
384	0.006998191151
385	0.006975051723
386	0.006956999815
387	0.006942420066
388	0.006922107709
389	0.006903280186
390	0.006866328324
391	0.006840020795
392	0.00681249703
393	0.006794784642
394	0.006778546526
395	0.006759253484
396	0.006724609604
397	0.00670879702
398	0.006683874734
399	0.00666337979
400	0.006644237645
401	0.006628828713
402	0.00660934403
403	0.00658277922
404	0.006569645073
405	0.006553671028
406	0.006538529939
407	0.006523882286
408	0.006492424615
409	0.00648212282
410	0.006465659866
411	0.006448615955
412	0.006430650814
413	0.006407293338
414	0.006393209288
415	0.006378268894
416	0.006364050545
417	0.00635018228
418	0.006338995469
419	0.006323945673
420	0.006293389993
421	0.006262261656
422	0.006262247698
423	0.006233119135
424	0.006204804665
425	0.00618566667
426	0.006172378984
427	0.006156320813
428	0.006127973146
429	0.006100345261
430	0.006072690215
431	0.006053300598
432	0.006032289583
433	0.006005804373
434	0.005988167811
435	0.005969593042
436	0.005965647064
437	0.005949089799
438	0.005923022198
439	0.00590615861
440	0.005872088897
441	0.005856145786
442	0.005838543177
443	0.005812430684
444	0.005788137641
445	0.005766813136
446	0.005742487274
447	0.005723803481
448	0.005700414694
449	0.005676851997
450	0.005653106714
451	0.005630263045
452	0.005600057825
453	0.005578354944
454	0.005556934996
455	0.005536045455
456	0.005514486681
457	0.005500594272
458	0.005487081371
459	0.005471511732
460	0.005453340615
461	0.005433427382
462	0.005409515357
463	0.00539416452
464	0.005381498533
465	0.005367659693
466	0.005344336546
467	0.005323495291
468	0.005311557009
469	0.00529214853
470	0.005277754763
471	0.005262441273
472	0.005249367862
473	0.005231132236
474	0.005212490317
475	0.005196800338
476	0.005183324406
477	0.005170712743
478	0.005154928829
479	0.005138530761
480	0.005125214027
481	0.005113661289
482	0.005098568111
483	0.005087441281
484	0.005076242776
485	0.005064641373
486	0.005038843502
487	0.005026247682
488	0.005008762773
489	0.004989613838
490	0.004974112103
491	0.004954306385
492	0.004945122743
493	0.004928898208
494	0.004917944157
495	0.004901334077
496	0.004883118823
497	0.004883116559
498	0.004872964153
499	0.004863035453
